C:\simulation\IMG\center_2024_02_29_22_31_19_243.jpg, C:\simulation\IMG\left_2024_02_29_22_31_19_243.jpg, C:\simulation\IMG\right_2024_02_29_22_31_19_243.jpg, 0, 1, 0, 11.47435
C:\simulation\IMG\center_2024_02_29_22_31_19_357.jpg, C:\simulation\IMG\left_2024_02_29_22_31_19_357.jpg, C:\simulation\IMG\right_2024_02_29_22_31_19_357.jpg, 0, 1, 0, 12.70546
C:\simulation\IMG\center_2024_02_29_22_31_19_468.jpg, C:\simulation\IMG\left_2024_02_29_22_31_19_468.jpg, C:\simulation\IMG\right_2024_02_29_22_31_19_468.jpg, -0.1503567, 1, 0, 14.15653
C:\simulation\IMG\center_2024_02_29_22_31_19_582.jpg, C:\simulation\IMG\left_2024_02_29_22_31_19_582.jpg, C:\simulation\IMG\right_2024_02_29_22_31_19_582.jpg, 0, 1, 0, 14.94809
C:\simulation\IMG\center_2024_02_29_22_31_19_688.jpg, C:\simulation\IMG\left_2024_02_29_22_31_19_688.jpg, C:\simulation\IMG\right_2024_02_29_22_31_19_688.jpg, 0, 1, 0, 16.21427
C:\simulation\IMG\center_2024_02_29_22_31_19_798.jpg, C:\simulation\IMG\left_2024_02_29_22_31_19_798.jpg, C:\simulation\IMG\right_2024_02_29_22_31_19_798.jpg, 0, 1, 0, 17.49682
C:\simulation\IMG\center_2024_02_29_22_31_19_922.jpg, C:\simulation\IMG\left_2024_02_29_22_31_19_922.jpg, C:\simulation\IMG\right_2024_02_29_22_31_19_922.jpg, -0.3713964, 1, 0, 18.6858
C:\simulation\IMG\center_2024_02_29_22_31_20_024.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_024.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_024.jpg, -0.0657447, 1, 0, 19.84206
C:\simulation\IMG\center_2024_02_29_22_31_20_131.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_131.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_131.jpg, -0.3859941, 1, 0, 20.70342
C:\simulation\IMG\center_2024_02_29_22_31_20_235.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_235.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_235.jpg, -0.696485, 0.689509, 0, 21.15815
C:\simulation\IMG\center_2024_02_29_22_31_20_342.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_342.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_342.jpg, -1, 0.3656716, 0, 21.21851
C:\simulation\IMG\center_2024_02_29_22_31_20_449.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_449.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_449.jpg, -0.6814537, 0.04712531, 0, 21.00388
C:\simulation\IMG\center_2024_02_29_22_31_20_558.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_558.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_558.jpg, -0.7164661, 0, 0, 20.97419
C:\simulation\IMG\center_2024_02_29_22_31_20_663.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_663.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_663.jpg, -0.4052221, 0, 0, 20.78261
C:\simulation\IMG\center_2024_02_29_22_31_20_782.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_782.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_782.jpg, -0.04470606, 0, 0, 20.5449
C:\simulation\IMG\center_2024_02_29_22_31_20_894.jpg, C:\simulation\IMG\left_2024_02_29_22_31_20_894.jpg, C:\simulation\IMG\right_2024_02_29_22_31_20_894.jpg, 0, 0, 0, 20.10937
C:\simulation\IMG\center_2024_02_29_22_31_21_017.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_017.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_017.jpg, 0.3695322, 0, 0, 19.73062
C:\simulation\IMG\center_2024_02_29_22_31_21_121.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_121.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_121.jpg, 0.6814665, 0.3119343, 0, 19.80421
C:\simulation\IMG\center_2024_02_29_22_31_21_228.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_228.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_228.jpg, 0.358236, 0.6351649, 0, 20.24677
C:\simulation\IMG\center_2024_02_29_22_31_21_341.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_341.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_341.jpg, 0.05942154, 0.9339793, 0, 20.98832
C:\simulation\IMG\center_2024_02_29_22_31_21_465.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_465.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_465.jpg, -0.0781104, 1, 0, 22.38916
C:\simulation\IMG\center_2024_02_29_22_31_21_570.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_570.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_570.jpg, -0.3916305, 1, 0, 23.18324
C:\simulation\IMG\center_2024_02_29_22_31_21_686.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_686.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_686.jpg, -0.5787519, 1, 0, 24.10843
C:\simulation\IMG\center_2024_02_29_22_31_21_800.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_800.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_800.jpg, -0.2864687, 1, 0, 25.09007
C:\simulation\IMG\center_2024_02_29_22_31_21_913.jpg, C:\simulation\IMG\left_2024_02_29_22_31_21_913.jpg, C:\simulation\IMG\right_2024_02_29_22_31_21_913.jpg, 0, 1, 0, 26.21446
C:\simulation\IMG\center_2024_02_29_22_31_22_021.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_021.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_021.jpg, 0, 1, 0, 27.1531
C:\simulation\IMG\center_2024_02_29_22_31_22_132.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_132.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_132.jpg, 0, 1, 0, 28.27102
C:\simulation\IMG\center_2024_02_29_22_31_22_234.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_234.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_234.jpg, 0.304704, 0.695296, 0, 28.76262
C:\simulation\IMG\center_2024_02_29_22_31_22_345.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_345.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_345.jpg, 0.4750291, 0.3641212, 0, 28.94989
C:\simulation\IMG\center_2024_02_29_22_31_22_458.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_458.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_458.jpg, 0.1756465, 0.6635038, 0, 29.42221
C:\simulation\IMG\center_2024_02_29_22_31_22_558.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_558.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_558.jpg, 0, 0.9667308, 0, 30.17039
C:\simulation\IMG\center_2024_02_29_22_31_22_674.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_674.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_674.jpg, -0.0559146, 1, 0, 30.18867
C:\simulation\IMG\center_2024_02_29_22_31_22_791.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_791.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_791.jpg, -0.4105125, 1, 0, 30.1544
C:\simulation\IMG\center_2024_02_29_22_31_22_905.jpg, C:\simulation\IMG\left_2024_02_29_22_31_22_905.jpg, C:\simulation\IMG\right_2024_02_29_22_31_22_905.jpg, -0.07007191, 1, 0, 30.19057
C:\simulation\IMG\center_2024_02_29_22_31_23_006.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_006.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_006.jpg, 0, 1, 0, 30.19031
C:\simulation\IMG\center_2024_02_29_22_31_23_110.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_110.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_110.jpg, 0, 1, 0, 30.19026
C:\simulation\IMG\center_2024_02_29_22_31_23_212.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_212.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_212.jpg, 0, 1, 0, 30.19067
C:\simulation\IMG\center_2024_02_29_22_31_23_319.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_319.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_319.jpg, -0.320148, 1, 0, 30.17244
C:\simulation\IMG\center_2024_02_29_22_31_23_420.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_420.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_420.jpg, -0.6251967, 1, 0, 30.1304
C:\simulation\IMG\center_2024_02_29_22_31_23_534.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_534.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_534.jpg, -0.9600627, 1, 0, 30.09337
C:\simulation\IMG\center_2024_02_29_22_31_23_642.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_642.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_642.jpg, -0.8181799, 1, 0, 30.16233
C:\simulation\IMG\center_2024_02_29_22_31_23_756.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_756.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_756.jpg, -0.4788721, 1, 0, 30.2021
C:\simulation\IMG\center_2024_02_29_22_31_23_865.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_865.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_865.jpg, -0.149641, 1, 0, 30.19669
C:\simulation\IMG\center_2024_02_29_22_31_23_969.jpg, C:\simulation\IMG\left_2024_02_29_22_31_23_969.jpg, C:\simulation\IMG\right_2024_02_29_22_31_23_969.jpg, 0, 1, 0, 30.18961
C:\simulation\IMG\center_2024_02_29_22_31_24_078.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_078.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_078.jpg, 0, 1, 0, 30.18881
C:\simulation\IMG\center_2024_02_29_22_31_24_184.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_184.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_184.jpg, 0.3175722, 1, 0, 30.17157
C:\simulation\IMG\center_2024_02_29_22_31_24_299.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_299.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_299.jpg, 0.6638865, 0.6536857, 0, 30.06363
C:\simulation\IMG\center_2024_02_29_22_31_24_406.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_406.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_406.jpg, 0.3433626, 0.9742096, 0, 30.18192
C:\simulation\IMG\center_2024_02_29_22_31_24_521.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_521.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_521.jpg, 0, 1, 0, 30.18605
C:\simulation\IMG\center_2024_02_29_22_31_24_633.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_633.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_633.jpg, 0, 1, 0, 30.18917
C:\simulation\IMG\center_2024_02_29_22_31_24_744.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_744.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_744.jpg, 0, 1, 0, 30.18525
C:\simulation\IMG\center_2024_02_29_22_31_24_851.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_851.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_851.jpg, -0.3209751, 1, 0, 30.16907
C:\simulation\IMG\center_2024_02_29_22_31_24_967.jpg, C:\simulation\IMG\left_2024_02_29_22_31_24_967.jpg, C:\simulation\IMG\right_2024_02_29_22_31_24_967.jpg, -0.4650327, 1, 0, 30.16313
C:\simulation\IMG\center_2024_02_29_22_31_25_076.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_076.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_076.jpg, -0.136188, 1, 0, 30.19174
C:\simulation\IMG\center_2024_02_29_22_31_25_182.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_182.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_182.jpg, 0, 1, 0, 30.18791
C:\simulation\IMG\center_2024_02_29_22_31_25_293.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_293.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_293.jpg, 0.035985, 1, 0, 30.18772
C:\simulation\IMG\center_2024_02_29_22_31_25_398.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_398.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_398.jpg, 0.3029472, 1, 0, 30.1712
C:\simulation\IMG\center_2024_02_29_22_31_25_504.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_504.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_504.jpg, 0.0335919, 1, 0, 30.16827
C:\simulation\IMG\center_2024_02_29_22_31_25_607.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_607.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_607.jpg, 0, 1, 0, 30.18532
C:\simulation\IMG\center_2024_02_29_22_31_25_729.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_729.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_729.jpg, 0.0752667, 1, 0, 30.23183
C:\simulation\IMG\center_2024_02_29_22_31_25_838.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_838.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_838.jpg, 0, 1, 0, 30.18321
C:\simulation\IMG\center_2024_02_29_22_31_25_957.jpg, C:\simulation\IMG\left_2024_02_29_22_31_25_957.jpg, C:\simulation\IMG\right_2024_02_29_22_31_25_957.jpg, 0, 1, 0, 30.19327
C:\simulation\IMG\center_2024_02_29_22_31_26_071.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_071.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_071.jpg, 0, 1, 0, 30.19085
C:\simulation\IMG\center_2024_02_29_22_31_26_171.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_171.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_171.jpg, -0.06140338, 1, 0, 30.19088
C:\simulation\IMG\center_2024_02_29_22_31_26_279.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_279.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_279.jpg, 0, 1, 0, 30.19096
C:\simulation\IMG\center_2024_02_29_22_31_26_395.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_395.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_395.jpg, 0, 1, 0, 30.19084
C:\simulation\IMG\center_2024_02_29_22_31_26_505.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_505.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_505.jpg, 0, 1, 0, 30.19098
C:\simulation\IMG\center_2024_02_29_22_31_26_604.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_604.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_604.jpg, 0, 1, 0, 30.19381
C:\simulation\IMG\center_2024_02_29_22_31_26_708.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_708.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_708.jpg, 0, 1, 0, 30.19071
C:\simulation\IMG\center_2024_02_29_22_31_26_834.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_834.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_834.jpg, -0.2608626, 1, 0, 30.17919
C:\simulation\IMG\center_2024_02_29_22_31_26_945.jpg, C:\simulation\IMG\left_2024_02_29_22_31_26_945.jpg, C:\simulation\IMG\right_2024_02_29_22_31_26_945.jpg, 0, 1, 0, 30.19072
C:\simulation\IMG\center_2024_02_29_22_31_27_060.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_060.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_060.jpg, 0, 1, 0, 30.19085
C:\simulation\IMG\center_2024_02_29_22_31_27_169.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_169.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_169.jpg, -0.3248217, 1, 0, 30.17442
C:\simulation\IMG\center_2024_02_29_22_31_27_270.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_270.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_270.jpg, -0.6296532, 1, 0, 30.13387
C:\simulation\IMG\center_2024_02_29_22_31_27_379.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_379.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_379.jpg, -0.3062181, 1, 0, 30.19073
C:\simulation\IMG\center_2024_02_29_22_31_27_486.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_486.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_486.jpg, 0, 1, 0, 30.18698
C:\simulation\IMG\center_2024_02_29_22_31_27_604.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_604.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_604.jpg, -0.2289774, 1, 0, 30.18896
C:\simulation\IMG\center_2024_02_29_22_31_27_710.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_710.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_710.jpg, 0, 1, 0, 30.1885
C:\simulation\IMG\center_2024_02_29_22_31_27_817.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_817.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_817.jpg, 0, 1, 0, 30.19053
C:\simulation\IMG\center_2024_02_29_22_31_27_940.jpg, C:\simulation\IMG\left_2024_02_29_22_31_27_940.jpg, C:\simulation\IMG\right_2024_02_29_22_31_27_940.jpg, 0, 1, 0, 30.19008
C:\simulation\IMG\center_2024_02_29_22_31_28_041.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_041.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_041.jpg, 0.3039024, 1, 0, 30.17275
C:\simulation\IMG\center_2024_02_29_22_31_28_157.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_157.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_157.jpg, 0.3720792, 1, 0, 30.18103
C:\simulation\IMG\center_2024_02_29_22_31_28_271.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_271.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_271.jpg, 0.03190079, 1, 0, 30.18968
C:\simulation\IMG\center_2024_02_29_22_31_28_391.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_391.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_391.jpg, -0.1580931, 1, 0, 30.17961
C:\simulation\IMG\center_2024_02_29_22_31_28_500.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_500.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_500.jpg, -0.4836102, 1, 0, 30.13866
C:\simulation\IMG\center_2024_02_29_22_31_28_620.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_620.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_620.jpg, -0.1215984, 1, 0, 30.19263
C:\simulation\IMG\center_2024_02_29_22_31_28_735.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_735.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_735.jpg, 0, 1, 0, 30.18946
C:\simulation\IMG\center_2024_02_29_22_31_28_854.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_854.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_854.jpg, 0, 1, 0, 30.19079
C:\simulation\IMG\center_2024_02_29_22_31_28_965.jpg, C:\simulation\IMG\left_2024_02_29_22_31_28_965.jpg, C:\simulation\IMG\right_2024_02_29_22_31_28_965.jpg, 0, 1, 0, 30.19061
C:\simulation\IMG\center_2024_02_29_22_31_29_082.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_082.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_082.jpg, -0.08007481, 1, 0, 30.18899
C:\simulation\IMG\center_2024_02_29_22_31_29_197.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_197.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_197.jpg, -0.4226295, 1, 0, 30.16169
C:\simulation\IMG\center_2024_02_29_22_31_29_301.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_301.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_301.jpg, -0.1045479, 1, 0, 30.19182
C:\simulation\IMG\center_2024_02_29_22_31_29_410.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_410.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_410.jpg, 0, 1, 0, 30.18928
C:\simulation\IMG\center_2024_02_29_22_31_29_510.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_510.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_510.jpg, 0, 1, 0, 30.18991
C:\simulation\IMG\center_2024_02_29_22_31_29_614.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_614.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_614.jpg, 0, 1, 0, 30.18906
C:\simulation\IMG\center_2024_02_29_22_31_29_723.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_723.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_723.jpg, 0, 1, 0, 30.19027
C:\simulation\IMG\center_2024_02_29_22_31_29_834.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_834.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_834.jpg, 0, 1, 0, 30.18976
C:\simulation\IMG\center_2024_02_29_22_31_29_942.jpg, C:\simulation\IMG\left_2024_02_29_22_31_29_942.jpg, C:\simulation\IMG\right_2024_02_29_22_31_29_942.jpg, 0, 1, 0, 30.19045
C:\simulation\IMG\center_2024_02_29_22_31_30_047.jpg, C:\simulation\IMG\left_2024_02_29_22_31_30_047.jpg, C:\simulation\IMG\right_2024_02_29_22_31_30_047.jpg, 0, 1, 0, 30.19031
C:\simulation\IMG\center_2024_02_29_22_31_30_147.jpg, C:\simulation\IMG\left_2024_02_29_22_31_30_147.jpg, C:\simulation\IMG\right_2024_02_29_22_31_30_147.jpg, 0, 1, 0, 30.19032
C:\simulation\IMG\center_2024_02_29_22_31_30_247.jpg, C:\simulation\IMG\left_2024_02_29_22_31_30_247.jpg, C:\simulation\IMG\right_2024_02_29_22_31_30_247.jpg, 0, 1, 0, 30.19033
